player_id,player_name,eligible_positions,adp,points
Dustin_May_P,Dustin May_P,SP,379.6,608.7
Tanner_Scott_P,Tanner Scott_P,RP,380.3,335.38
Tyler_O_Neill_H,Tyler O'Neill_H,OF,380.8,452.6
Jorge_Soler_H,Jorge Soler_H,OF;Util,381.5,514.4
Coby_Mayo_H,Coby Mayo_H,1B;3B,383.8,262.1
Jordan_Leasure_P,Jordan Leasure_P,RP,384.0,302.92
Spencer_Arrighetti_P,Spencer Arrighetti_P,SP,384.0,347.38
Gavin_Sheets_H,Gavin Sheets_H,1B;OF;Util,384.3,477.1
Ha_Seong_Kim_H,Ha-Seong Kim_H,2B;SS,385.0,375.3
Connor_Norby_H,Connor Norby_H,1B;3B;Util,387.0,483.5
Spencer_Horwitz_H,Spencer Horwitz_H,1B,387.3,547.9
Luisangel_Acuna_H,Luisangel Acuna_H,2B;SS;OF,389.0,360.7
Kevin_Ginkel_P,Kevin Ginkel_P,RP,390.4,327.58
Victor_Robles_H,Victor Robles_H,OF,390.5,280.9
Triston_Casas_H,Triston Casas_H,1B,391.3,210.4
Paul_Sewald_P,Paul Sewald_P,RP,392.3,294.38
Luke_Weaver_P,Luke Weaver_P,RP,393.0,322.2
Garrett_Cleavinger_P,Garrett Cleavinger_P,RP,394.0,372.44
Lucas_Erceg_P,Lucas Erceg_P,RP,397.7,320.16
Zack_Littell_P,Zack Littell_P,SP,401.0,510.04
Payton_Tolle_P,Payton Tolle_P,SP;RP,402.5,215.84
Lars_Nootbaar_H,Lars Nootbaar_H,OF,403.7,547.4
Jared_Jones_P,Jared Jones_P,SP,404.5,421.74
Camilo_Doval_P,Camilo Doval_P,RP,408.0,349.8
Landen_Roupp_P,Landen Roupp_P,SP,411.0,523.82
Tony_Santillan_P,Tony Santillan_P,RP,412.0,311.24
Robert_Stephenson_P,Robert Stephenson_P,RP,412.3,163.68
Luis_Rengifo_H,Luis Rengifo_H,2B;3B;OF,413.3,403.8
Kody_Clemens_H,Kody Clemens_H,1B;2B;OF,417.0,283.2
Parker_Meadows_H,Parker Meadows_H,OF,417.0,428.0
Patrick_Bailey_H,Patrick Bailey_H,C,417.3,368.9
Dean_Kremer_P,Dean Kremer_P,SP,417.5,437.2
Harry_Ford_H,Harry Ford_H,C,417.7,227.0
Joey_Ortiz_H,Joey Ortiz_H,SS,420.0,508.9
Jake_McCarthy_H,Jake McCarthy_H,OF,422.7,389.3
Braxton_Garrett_P,Braxton Garrett_P,SP,423.0,484.1
Sean_Murphy_H,Sean Murphy_H,C,423.0,352.5
Luis_Morales_P,Luis Morales_P,SP,423.5,415.48
Kyle_Harrison_P,Kyle Harrison_P,SP;RP,425.0,389.24
Mauricio_Dubon_H,Mauricio Dubon_H,2B;3B;SS;OF,425.7,351.0
Thomas_White_P,Thomas White_P,SP,426.7,107.32
Colt_Emerson_H,Colt Emerson_H,SS,429.3,242.2
Victor_Caratini_H,Victor Caratini_H,C;1B;Util,430.0,326.1
Freddy_Fermin_H,Freddy Fermin_H,C,432.0,359.0
Kristian_Campbell_H,Kristian Campbell_H,2B;OF,432.5,166.4
Christian_Moore_H,Christian Moore_H,2B,434.0,328.9
Keibert_Ruiz_H,Keibert Ruiz_H,C,434.5,306.5
Denzel_Clarke_H,Denzel Clarke_H,OF,438.3,349.3
Brandon_Sproat_P,Brandon Sproat_P,SP,438.5,355.44
Nasim_Nunez_H,Nasim Nunez_H,2B;SS,439.0,310.9
Lourdes_Gurriel_Jr_H,Lourdes Gurriel Jr._H,OF,439.5,434.8
Lane_Thomas_H,Lane Thomas_H,OF,440.5,415.0
Wenceel_Perez_H,Wenceel Perez_H,OF,442.0,412.5
Jake_Meyers_H,Jake Meyers_H,OF,445.0,441.4
Jared_Triolo_H,Jared Triolo_H,1B;2B;3B;SS,445.0,455.4
Carson_Williams_H,Carson Williams_H,SS,458.5,403.5
Danny_Jansen_H,Danny Jansen_H,C,458.5,320.5
Dalton_Rushing_H,Dalton Rushing_H,C,462.7,199.9
Jacob_Webb_P,Jacob Webb_P,RP,464.0,225.8
Aidan_Miller_H,Aidan Miller_H,SS,465.0,74.5
Paul_Goldschmidt_H,Paul Goldschmidt_H,1B,471.8,367.2
Carlos_Rodriguez_P,Carlos Rodriguez_P,RP,476.0,115.2
Miguel_Andujar_H,Miguel Andujar_H,3B;OF;Util,476.0,344.2
Jack_Winkler_H,Jack Winkler_H,2B;3B;SS,480.5,5.1
Corbin_Burnes_P,Corbin Burnes_P,SP,495.2,199.58
Jose_Berrios_P,Jose Berrios_P,SP,501.3,398.04
Nick_Martinez_P,Nick Martinez_P,SP;RP,504.8,559.9
Tim_Hill_P,Tim Hill_P,RP,508.5,243.34
Kris_Bryant_H,Kris Bryant_H,Util,509.5,46.4
Rhett_Lowder_P,Rhett Lowder_P,SP,518.0,406.48
Stuart_Fairchild_H,Stuart Fairchild_H,OF,524.0,31.3
Bryan_De_La_Cruz_H,Bryan De La Cruz_H,OF,531.0,29.4
Tyler_Rogers_P,Tyler Rogers_P,RP,545.3,306.84
Alex_Vesia_P,Alex Vesia_P,RP,549.0,329.2
Matt_Strahm_P,Matt Strahm_P,RP,549.4,326.92
Hyeseong_Kim_H,Hyeseong Kim_H,2B;SS;OF,549.7,138.8
Matt_Brash_P,Matt Brash_P,RP,554.0,353.34
Rhys_Hoskins_H,Rhys Hoskins_H,1B;Util,554.3,380.9
Brady_House_H,Brady House_H,3B;Util,565.3,433.0
Wade_Meckler_H,Wade Meckler_H,OF,569.0,21.4
Austin_Hedges_H,Austin Hedges_H,C,573.5,74.9
Oswaldo_Cabrera_H,Oswaldo Cabrera_H,3B,577.0,103.5
Spencer_Jones_H,Spencer Jones_H,OF,578.5,48.8
Max_Scherzer_P,Max Scherzer_P,SP,589.3,409.36
Travis_Bazzana_H,Travis Bazzana_H,2B,601.3,200.0
Eric_Lauer_P,Eric Lauer_P,SP;RP,605.3,266.26
Elias_Diaz_H,Elias Diaz_H,C,609.5,39.8
Brad_Keller_P,Brad Keller_P,RP,621.3,296.54
Walker_Jenkins_H,Walker Jenkins_H,OF,622.0,96.1
Jason_Adam_P,Jason Adam_P,RP,627.3,287.08
Eduardo_Rodriguez_P,Eduardo Rodriguez_P,SP,629.3,512.46
Ke_Bryan_Hayes_H,Ke'Bryan Hayes_H,3B,634.0,438.2
Brooks_Raley_P,Brooks Raley_P,RP,635.0,273.16
Garrett_Mitchell_H,Garrett Mitchell_H,OF,636.7,358.8
Cole_Young_H,Cole Young_H,2B,639.7,361.5
Hogan_Harris_P,Hogan Harris_P,RP,641.3,323.62
Joe_Boyle_P,Joe Boyle_P,SP;RP,648.0,356.34
LaMonte_Wade_Jr_H,LaMonte Wade Jr._H,1B;OF,648.0,80.1
Jack_Dreyer_P,Jack Dreyer_P,SP;RP,654.5,239.36
Santiago_Espinal_H,Santiago Espinal_H,2B;3B;OF,675.0,90.0
Hunter_Gaddis_P,Hunter Gaddis_P,RP,680.0,298.08
Alex_Call_H,Alex Call_H,OF,685.0,163.5
Andrew_McCutchen_H,Andrew McCutchen_H,OF;Util,685.5,196.6
Blake_Treinen_P,Blake Treinen_P,RP,687.5,243.76
Bobby_Miller_P,Bobby Miller_P,SP,695.0,74.5
Eduard_Bazardo_P,Eduard Bazardo_P,RP,698.0,319.36
Adrian_Houser_P,Adrian Houser_P,SP,698.5,544.66
Keider_Montero_P,Keider Montero_P,SP;RP,698.5,192.32
Enrique_Hernandez_H,Enrique Hernandez_H,1B;2B;3B;OF,700.5,148.7
Zack_Gelof_H,Zack Gelof_H,2B;3B;OF,703.7,181.2
Michael_McGreevy_P,Michael McGreevy_P,SP,705.0,533.56
Cody_Freeman_H,Cody Freeman_H,2B,705.5,147.4
Jose_Corniell_P,Jose Corniell_P,SP;RP,706.5,95.36
Tyler_Wells_P,Tyler Wells_P,SP;RP,712.0,260.54
Patrick_Corbin_P,Patrick Corbin_P,SP,715.0,248.18
Kyle_Freeland_P,Kyle Freeland_P,SP,722.5,495.0
Phil_Maton_P,Phil Maton_P,RP,723.5,328.68
Angel_Zerpa_P,Angel Zerpa_P,RP,725.5,274.98
Andrew_Kittredge_P,Andrew Kittredge_P,RP,726.0,291.64
Kyle_Leahy_P,Kyle Leahy_P,SP;RP,726.0,462.62
Rafael_Marchan_H,Rafael Marchan_H,C,728.5,120.5
Ryan_Waldschmidt_H,Ryan Waldschmidt_H,OF,729.5,160.0
Bryan_King_P,Bryan King_P,RP,730.5,306.32
Didier_Fuentes_P,Didier Fuentes_P,SP;RP,730.5,160.64
Rowdy_Tellez_H,Rowdy Tellez_H,1B,732.5,112.4
Jose_Butto_P,Jose Butto_P,SP;RP,735.0,280.96
Jesus_Rodriguez_H,Jesus Rodriguez_H,C,736.5,65.0
Liam_Hicks_H,Liam Hicks_H,C;1B;Util,739.0,270.8
Eli_White_H,Eli White_H,OF,743.0,139.5
Jose_A_Ferrer_P,Jose A. Ferrer_P,RP,743.0,369.08
Erick_Fedde_P,Erick Fedde_P,SP;RP,745.5,338.02
Jake_Rogers_H,Jake Rogers_H,C,748.5,167.4
Alexis_Diaz_P,Alexis Diaz_P,RP,753.0,100.8
Javier_Sanoja_H,Javier Sanoja_H,2B;3B;SS;OF,759.0,222.8
Gavin_Lux_H,Gavin Lux_H,2B;3B;OF;Util,760.5,441.2
Nolan_Jones_H,Nolan Jones_H,OF,762.5,129.5
Sean_Burke_P,Sean Burke_P,SP;RP,769.0,487.28
Ben_Brown_P,Ben Brown_P,SP;RP,771.0,329.54
Travis_d_Arnaud_H,Travis d'Arnaud_H,C,771.5,177.7
Louis_Varland_P,Louis Varland_P,RP,775.0,319.32
Zac_Veen_H,Zac Veen_H,OF,777.0,134.3
Jonny_DeLuca_H,Jonny DeLuca_H,OF,778.5,256.9
Ryan_Clifford_H,Ryan Clifford_H,1B;OF,781.5,52.0
Ryan_Ward_H,Ryan Ward_H,1B;OF,782.0,18.1
Jorge_Mateo_H,Jorge Mateo_H,2B;SS;OF,787.0,143.7
River_Ryan_P,River Ryan_P,SP,787.0,153.98
Sung_Mun_Song_H,Sung-Mun Song_H,2B;3B,791.5,265.5
Leo_De_Vries_H,Leo De Vries_H,SS,793.0,34.4
Foster_Griffin_P,Foster Griffin_P,SP;RP,796.0,570.16
Davis_Schneider_H,Davis Schneider_H,2B;OF,810.0,338.3
Jake_Bauers_H,Jake Bauers_H,1B;OF,810.5,305.2
Christopher_Morel_H,Christopher Morel_H,1B;OF;Util,811.0,382.7
Luke_Raley_H,Luke Raley_H,1B;OF,813.5,311.3
Otto_Kemp_H,Otto Kemp_H,1B;3B;OF,817.0,230.4
Casey_Schmitt_H,Casey Schmitt_H,1B;2B;3B;Util,818.5,214.7
Darell_Hernaiz_H,Darell Hernaiz_H,2B;3B;SS,821.0,181.8
Carlos_Lagrange_P,Carlos Lagrange_P,SP,821.5,47.48
Eric_Wagaman_H,Eric Wagaman_H,1B;OF,823.5,144.5
Nick_Gonzales_H,Nick Gonzales_H,2B;3B;SS,824.0,389.6
Miguel_Rojas_H,Miguel Rojas_H,2B;3B;SS,825.0,156.1
James_Outman_H,James Outman_H,OF,825.5,205.2
Amed_Rosario_H,Amed Rosario_H,2B;3B,830.0,204.3
Shawn_Armstrong_P,Shawn Armstrong_P,RP,831.0,324.66
Gabe_Speier_P,Gabe Speier_P,RP,832.0,312.34
Fernando_Cruz_P,Fernando Cruz_P,RP,835.0,323.24
Ramon_Urias_H,Ramon Urias_H,2B;3B,835.0,276.3
Jonah_Heim_H,Jonah Heim_H,C;Util,837.5,93.2
Michael_Lorenzen_P,Michael Lorenzen_P,SP;RP,839.5,434.6
Alex_Freeland_H,Alex Freeland_H,2B;3B;SS,840.5,113.2
Dylan_Moore_H,Dylan Moore_H,1B;2B;3B;OF,841.0,149.5
Jose_Alvarado_P,Jose Alvarado_P,RP,841.0,311.7
Michael_Conforto_H,Michael Conforto_H,OF;Util,841.0,127.3
Nathan_Lukes_H,Nathan Lukes_H,OF,845.0,317.8
Gregory_Soto_P,Gregory Soto_P,RP,846.0,315.06
Edmundo_Sosa_H,Edmundo Sosa_H,2B;3B;SS,848.5,231.8
Connor_Wong_H,Connor Wong_H,C,849.5,202.8
Isiah_Kiner_Falefa_H,Isiah Kiner-Falefa_H,2B;3B;SS,850.0,167.3
James_McCann_H,James McCann_H,C,851.0,161.3
Jordan_Romano_P,Jordan Romano_P,RP,852.5,271.06
Walker_Buehler_P,Walker Buehler_P,SP,864.5,232.84
JP_Sears_P,JP Sears_P,SP,869.5,166.36
Abimelec_Ortiz_H,Abimelec Ortiz_H,1B;OF,872.0,198.8
Chase_Dollander_P,Chase Dollander_P,SP;RP,904.5,361.32
