player_id,player_name,eligible_positions,adp,points
Trevor_Story_H,Trevor Story_H,SS,114.8,634.5
Kyle_Stowers_H,Kyle Stowers_H,OF,117.6,620.4
Taylor_Ward_H,Taylor Ward_H,OF,117.8,739.5
Luis_Robert_Jr_H,Luis Robert Jr._H,OF,119.2,580.5
Josh_Hader_P,Josh Hader_P,RP,121.0,446.84
Jo_Adell_H,Jo Adell_H,OF,121.4,663.3
Cam_Schlittler_P,Cam Schlittler_P,SP,123.0,563.68
Blake_Snell_P,Blake Snell_P,SP,125.0,679.82
Nick_Lodolo_P,Nick Lodolo_P,SP,125.6,689.86
Matt_Chapman_H,Matt Chapman_H,3B,126.0,724.1
Brandon_Woodruff_P,Brandon Woodruff_P,SP,126.2,691.84
Yandy_Diaz_H,Yandy Diaz_H,1B;Util,126.2,788.1
Zack_Wheeler_P,Zack Wheeler_P,SP,127.8,758.08
Ozzie_Albies_H,Ozzie Albies_H,2B,128.0,635.0
Brandon_Nimmo_H,Brandon Nimmo_H,OF,129.6,699.2
Carlos_Estevez_P,Carlos Estevez_P,RP,130.2,405.78
Nathan_Eovaldi_P,Nathan Eovaldi_P,SP,130.4,782.66
Ryan_Pepiot_P,Ryan Pepiot_P,SP,133.0,730.04
Michael_King_P,Michael King_P,SP,134.4,714.4
Emmet_Sheehan_P,Emmet Sheehan_P,SP,135.8,646.16
Jeff_Hoffman_P,Jeff Hoffman_P,RP,137.0,446.58
Lawrence_Butler_H,Lawrence Butler_H,OF,138.8,654.7
Emilio_Pagan_P,Emilio Pagan_P,RP,139.0,430.22
Jakob_Marsee_H,Jakob Marsee_H,OF,139.6,628.6
Andy_Pages_H,Andy Pages_H,OF,140.0,666.8
Daniel_Palencia_P,Daniel Palencia_P,RP,141.0,465.82
Luis_Castillo_P,Luis Castillo_P,SP,141.0,771.76
Ryan_Helsley_P,Ryan Helsley_P,RP,143.4,454.16
Yainer_Diaz_H,Yainer Diaz_H,C;Util,144.4,578.6
Gavin_Williams_P,Gavin Williams_P,SP,145.0,715.5
Noelvi_Marte_H,Noelvi Marte_H,3B;OF,145.0,534.8
MacKenzie_Gore_P,MacKenzie Gore_P,SP,145.2,762.02
Sandy_Alcantara_P,Sandy Alcantara_P,SP,145.8,758.82
Ian_Happ_H,Ian Happ_H,OF,146.8,748.5
Steven_Kwan_H,Steven Kwan_H,OF,147.2,697.0
Trevor_Rogers_P,Trevor Rogers_P,SP,147.2,620.4
Hunter_Greene_P,Hunter Greene_P,SP,150.6,396.54
Bubba_Chandler_P,Bubba Chandler_P,SP,150.8,599.5
Adley_Rutschman_H,Adley Rutschman_H,C,151.0,628.3
Pete_Fairbanks_P,Pete Fairbanks_P,RP,152.8,434.34
Ceddanne_Rafaela_H,Ceddanne Rafaela_H,2B;OF,153.0,611.6
Brandon_Lowe_H,Brandon Lowe_H,2B,153.4,593.9
Robbie_Ray_P,Robbie Ray_P,SP,155.0,725.66
Trevor_Megill_P,Trevor Megill_P,RP,157.0,408.66
Xavier_Edwards_H,Xavier Edwards_H,2B;SS,158.0,622.7
Shota_Imanaga_P,Shota Imanaga_P,SP,158.2,616.54
Drew_Rasmussen_P,Drew Rasmussen_P,SP,160.8,717.86
Dansby_Swanson_H,Dansby Swanson_H,SS,161.4,663.3
Kenley_Jansen_P,Kenley Jansen_P,RP,161.4,376.92
Ranger_Suarez_P,Ranger Suarez_P,SP,162.4,767.84
Jacob_Wilson_H,Jacob Wilson_H,SS,166.8,666.6
Kazuma_Okamoto_H,Kazuma Okamoto_H,1B;3B,167.4,627.4
Tatsuya_Imai_P,Tatsuya Imai_P,SP,167.4,620.74
Mike_Trout_H,Mike Trout_H,OF;Util,167.8,640.2
Chandler_Simpson_H,Chandler Simpson_H,OF,169.4,467.7
Alec_Burleson_H,Alec Burleson_H,1B;OF;Util,172.6,672.4
Matt_McLain_H,Matt McLain_H,2B,174.0,586.4
Tanner_Bibee_P,Tanner Bibee_P,SP,174.8,775.72
Jackson_Holliday_H,Jackson Holliday_H,2B;SS,175.4,564.9
Trey_Yesavage_P,Trey Yesavage_P,SP,175.8,550.3
Ivan_Herrera_H,Ivan Herrera_H,C;Util,176.0,672.2
Alejandro_Kirk_H,Alejandro Kirk_H,C,176.6,546.6
Jac_Caglianone_H,Jac Caglianone_H,1B;OF,177.8,520.3
Bryan_Reynolds_H,Bryan Reynolds_H,OF;Util,178.6,691.1
Spencer_Torkelson_H,Spencer Torkelson_H,1B,180.8,715.3
Willson_Contreras_H,Willson Contreras_H,1B,181.0,635.3
Colson_Montgomery_H,Colson Montgomery_H,3B;SS,181.2,560.3
Kris_Bubic_P,Kris Bubic_P,SP,183.2,649.08
Bryson_Stott_H,Bryson Stott_H,2B;SS,184.6,623.3
