player_id,player_name,eligible_positions,adp,points
Joe_Ryan_P,Joe Ryan_P,SP,72.6,558.2
Hunter_Goodman_H,Hunter Goodman_H,C;Util,72.8,363.0
Framber_Valdez_P,Framber Valdez_P,SP,73.6,623.2
Vinnie_Pasquantino_H,Vinnie Pasquantino_H,1B;Util,74.4,435.5
George_Springer_H,George Springer_H,OF;Util,75.4,405.0
Kyle_Bradish_P,Kyle Bradish_P,SP,78.4,475.9
Tyler_Soderstrom_H,Tyler Soderstrom_H,1B;OF,81.8,375.0
David_Bednar_P,David Bednar_P,RP,82.8,390.9
Randy_Arozarena_H,Randy Arozarena_H,OF,83.0,393.0
Corey_Seager_H,Corey Seager_H,SS,83.8,396.0
Aroldis_Chapman_P,Aroldis Chapman_P,RP,84.2,382.4
Bo_Bichette_H,Bo Bichette_H,3B;SS,84.4,403.0
Eugenio_Suarez_H,Eugenio Suarez_H,3B;Util,84.6,389.0
Oneil_Cruz_H,Oneil Cruz_H,OF,84.6,348.5
Nick_Pivetta_P,Nick Pivetta_P,SP,88.4,548.2
Alex_Bregman_H,Alex Bregman_H,3B,88.8,423.5
Devin_Williams_P,Devin Williams_P,RP,89.0,388.7
Christian_Yelich_H,Christian Yelich_H,OF;Util,89.6,376.5
Nico_Hoerner_H,Nico Hoerner_H,2B,90.0,383.5
Nolan_McLean_P,Nolan McLean_P,SP,91.0,478.8
Eury_Perez_P,Eury Perez_P,SP,91.2,445.1
Seiya_Suzuki_H,Seiya Suzuki_H,OF;Util,93.6,391.0
Salvador_Perez_H,Salvador Perez_H,C;1B;Util,95.0,358.5
Will_Smith_H,Will Smith_H,C,95.2,336.0
Kevin_Gausman_P,Kevin Gausman_P,SP,96.0,572.6
Jose_Altuve_H,Jose Altuve_H,2B;OF;Util,96.2,392.0
Michael_Harris_II_H,Michael Harris II_H,OF,97.8,362.0
Michael_Busch_H,Michael Busch_H,1B,99.4,387.5
Sonny_Gray_P,Sonny Gray_P,SP,101.6,563.7
Drake_Baldwin_H,Drake Baldwin_H,C;Util,101.8,345.5
Jeremy_Pena_H,Jeremy Pena_H,SS,105.8,376.5
Willy_Adames_H,Willy Adames_H,SS,106.4,403.5
Jacob_Misiorowski_P,Jacob Misiorowski_P,SP,106.6,451.5
Spencer_Strider_P,Spencer Strider_P,SP,108.2,520.5
Teoscar_Hernandez_H,Teoscar Hernandez_H,OF,109.0,366.5
Agustin_Ramirez_H,Agustin Ramirez_H,C;Util,111.8,330.0
